gameDuration;winner;firstBlood;firstTower;firstInhibitor;firstBaron;firstDragon;firstRiftHerald;t1_towerKills;t1_inhibitorKills;t1_baronKills;t1_dragonKills;t1_riftHeraldKills;t2_towerKills;t2_inhibitorKills;t2_baronKills;t2_dragonKills;t2_riftHeraldKills
2172;1;1;1;1;1;2;1;10;2;1;3;1;5;0;0;1;0
1568;1;1;1;1;0;2;2;9;2;0;2;0;3;0;0;1;1
1457;2;2;2;2;0;2;0;1;0;0;0;0;6;1;0;2;0
1412;1;1;1;1;0;2;0;7;1;0;1;0;0;0;0;1;0
1482;1;1;2;1;0;2;2;9;2;0;1;0;3;0;0;2;1
2110;2;2;2;2;2;2;0;3;0;0;1;0;9;1;1;2;0
1093;2;2;2;2;0;2;2;0;0;0;0;0;9;1;0;2;1
1445;2;1;2;2;2;2;0;2;0;0;0;0;10;2;1;2;0
1893;1;1;2;1;0;1;0;7;1;0;2;0;2;0;0;0;0
1294;2;1;2;0;0;2;2;0;0;0;0;0;7;0;0;1;1
1134;1;1;2;1;0;1;1;10;2;0;1;1;3;0;0;0;0
1377;1;2;1;1;1;1;2;7;1;1;2;0;1;0;0;0;1
1806;2;1;2;2;2;2;2;2;0;0;0;0;9;2;1;2;1
1225;1;2;1;1;0;1;1;7;1;0;2;1;0;0;0;0;0
1851;1;2;1;1;1;1;1;9;3;1;3;1;2;0;0;0;0
1337;2;2;2;2;0;2;2;0;0;0;0;0;10;2;0;1;1
1380;1;1;1;1;0;1;1;8;1;0;1;1;1;0;0;0;0
1720;1;1;1;1;1;1;0;8;1;1;2;0;3;0;0;0;0
2472;2;2;2;2;0;1;2;8;0;0;2;0;10;2;0;2;1
2017;1;1;1;2;1;2;2;11;3;1;1;0;6;1;0;3;1
2211;2;1;2;2;2;2;0;5;0;0;0;0;8;1;2;4;0
2122;2;1;1;2;2;1;0;4;0;1;1;0;9;3;1;3;0
2240;2;1;1;2;2;1;0;5;0;0;2;0;10;2;1;1;0
1483;1;1;1;1;0;1;0;9;2;0;2;0;0;0;0;0;0
1948;1;1;2;1;1;2;0;9;2;1;2;0;4;0;0;2;0
1434;1;1;2;1;0;2;0;11;2;0;2;0;1;0;0;1;0
1848;1;1;1;1;0;2;0;9;1;0;1;0;2;0;0;2;0
2073;2;2;1;2;0;1;0;4;0;0;1;0;8;1;0;3;0
195;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1133;2;2;2;2;0;2;2;0;0;0;0;0;9;1;0;2;1
2485;2;1;1;1;2;2;0;4;1;0;3;0;8;1;1;1;0
1417;1;2;1;1;0;1;0;11;2;0;1;0;0;0;0;0;0
2461;2;1;2;2;2;2;0;2;0;0;1;0;11;3;1;3;0
922;2;2;2;0;0;2;0;0;0;0;0;0;2;0;0;1;0
1426;1;2;1;1;0;1;1;11;3;0;2;1;0;0;0;0;0
2025;2;2;2;2;2;1;2;3;0;0;3;0;10;1;1;0;1
1543;1;1;1;1;0;1;0;7;1;0;2;0;0;0;0;0;0
1254;2;1;2;2;0;2;0;0;0;0;0;0;6;1;0;1;0
1449;2;1;2;2;0;2;2;5;0;0;0;0;9;2;0;2;1
2122;1;2;1;1;1;2;1;8;1;1;3;1;3;0;0;2;0
1011;2;1;2;0;0;2;2;0;0;0;0;0;4;0;0;1;1
1323;1;2;1;1;0;1;1;11;3;0;2;1;1;0;0;0;0
2695;2;2;2;2;2;2;2;0;0;1;0;0;11;7;2;5;1
1679;2;2;2;2;0;2;0;0;0;0;0;0;7;1;0;2;0
1631;2;1;2;2;0;2;0;0;0;0;0;0;7;1;0;2;0
1995;2;1;2;2;2;2;0;3;0;0;2;0;9;2;2;1;0
1511;1;2;1;1;1;1;0;9;2;1;2;0;1;0;0;0;0
1719;2;1;2;2;2;2;2;1;0;0;0;0;9;1;1;2;1
1907;2;2;2;2;2;2;0;3;0;0;0;0;9;2;1;4;0
2469;1;2;1;1;1;2;0;11;3;1;2;0;3;0;0;2;0
1742;2;2;2;2;0;2;0;1;0;0;0;0;9;1;0;2;0
1743;1;2;1;1;1;2;1;11;4;1;2;1;1;0;0;1;0
1891;1;1;1;1;2;1;1;10;2;0;3;1;2;0;1;0;0
1794;2;1;1;2;0;2;0;3;0;0;0;0;9;1;0;2;0
193;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2114;1;1;1;1;1;1;1;9;2;2;3;1;0;0;0;1;0
2160;2;1;2;2;2;1;0;2;0;0;1;0;10;1;1;2;0
1996;1;2;2;1;1;2;0;10;2;1;1;0;4;0;0;1;0
1309;2;1;2;0;2;2;0;1;0;0;0;0;3;0;1;2;0
2266;2;2;1;1;2;2;1;5;1;0;1;1;7;1;2;2;0
1699;2;2;2;2;1;2;2;1;0;1;0;0;11;3;0;2;1
2502;2;1;1;1;2;2;1;10;2;0;1;1;8;1;2;2;0
1837;2;2;2;2;2;1;0;3;0;0;1;0;9;2;1;2;0
1545;2;2;2;2;2;1;2;1;0;0;1;0;6;1;1;2;1
2177;1;2;2;1;2;1;1;8;1;0;2;1;7;0;1;2;0
1445;1;1;2;1;1;1;0;10;2;1;2;0;2;0;0;0;0
2708;2;2;1;2;1;2;0;8;1;1;1;0;10;2;1;4;0
2012;1;1;2;1;2;1;0;11;2;0;3;0;5;0;1;0;0
2062;2;2;1;2;2;1;1;3;0;0;1;1;8;1;1;3;0
2109;1;1;1;1;1;2;0;9;2;1;2;0;3;0;0;2;0
1624;1;1;1;1;1;1;0;11;3;1;2;0;0;0;0;0;0
2025;2;1;1;2;0;1;0;3;0;0;3;0;9;1;0;0;0
1967;1;2;2;1;1;2;2;9;1;2;0;0;4;0;0;4;1
1961;2;2;2;2;2;2;0;1;0;0;0;0;11;3;1;2;0
949;2;2;2;0;0;2;0;0;0;0;0;0;3;0;0;1;0
1812;2;2;2;2;1;2;2;6;0;1;2;0;8;1;0;1;1
1370;1;1;1;0;0;1;0;4;0;0;2;0;0;0;0;0;0
1661;2;2;1;2;0;1;1;5;0;0;1;1;9;2;0;1;0
2469;2;2;2;2;2;2;0;6;0;0;0;0;11;4;1;3;0
954;1;1;2;0;0;1;0;1;0;0;1;0;1;0;0;0;0
2662;2;2;1;2;2;2;0;7;1;0;2;0;10;3;2;2;0
195;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2066;1;1;1;1;1;2;0;11;3;1;2;0;3;0;0;1;0
2465;1;1;2;1;2;1;0;10;2;0;3;0;4;0;1;1;0
1889;2;2;2;2;2;2;2;0;0;0;0;0;11;2;1;2;1
1228;1;2;1;1;0;1;1;8;1;0;2;1;1;0;0;0;0
2503;1;1;1;1;1;1;2;11;3;1;4;0;2;0;0;0;1
1529;2;2;2;2;2;1;2;1;0;0;1;0;7;1;1;2;1
1323;1;1;1;0;0;1;1;6;0;0;2;1;0;0;0;0;0
1482;1;1;1;1;1;2;1;10;3;1;1;1;0;0;0;1;0
2353;1;2;1;1;1;1;0;11;4;1;4;0;3;0;0;0;0
1388;2;2;1;0;0;2;0;2;0;0;0;0;5;0;0;2;0
1106;2;2;2;2;0;2;2;1;0;0;0;0;8;2;0;1;1
1485;1;2;1;1;1;2;2;7;1;1;0;0;2;0;0;1;1
2132;1;2;1;1;0;2;0;10;5;0;2;0;3;0;0;2;0
216;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2746;1;2;2;2;2;2;2;10;2;1;5;0;9;4;1;1;1
1747;1;2;1;1;1;1;0;8;1;1;3;0;1;0;0;0;0
1631;2;2;1;2;2;1;0;3;0;0;1;0;9;2;1;1;0
2885;2;2;1;1;2;1;0;8;3;1;4;0;10;1;1;1;0
2087;1;1;1;1;1;1;2;9;2;1;1;0;5;0;0;2;1
2347;1;2;2;1;1;1;0;10;2;1;3;0;4;0;0;1;0
2301;1;2;1;1;2;1;2;8;1;0;3;0;5;0;1;2;1
2345;2;2;2;2;0;2;0;2;0;0;0;0;10;2;0;3;0
2388;1;1;1;2;1;1;0;7;1;1;2;0;7;1;0;2;0
2229;2;1;2;2;0;2;0;2;0;0;0;0;9;2;0;2;0
1695;1;2;1;1;1;1;0;11;4;1;2;0;2;0;0;0;0
1532;1;2;1;1;0;2;0;10;2;0;1;0;3;0;0;2;0
1488;1;2;1;1;0;1;0;9;2;0;2;0;0;0;0;0;0
1906;2;2;2;2;2;1;0;1;0;0;1;0;11;3;1;1;0
1719;2;2;2;2;0;1;0;1;0;0;1;0;10;2;0;1;0
1707;2;1;2;2;0;2;2;0;0;0;0;0;10;2;0;3;1
2019;2;1;1;2;2;1;1;4;0;0;3;1;8;2;2;1;0
2003;2;1;1;2;0;1;1;3;0;0;1;1;10;2;0;2;0
2668;1;2;1;1;1;2;0;10;5;2;1;0;9;2;1;3;0
1694;2;1;1;2;0;1;1;3;0;0;1;1;9;2;0;1;0
2261;2;1;2;2;2;1;0;4;0;0;2;0;9;3;1;2;0
1282;1;2;1;0;0;1;0;2;0;0;1;0;0;0;0;0;0
1473;1;1;1;1;1;1;1;9;1;1;1;1;1;0;0;0;0
1366;2;2;2;0;0;1;2;3;0;0;1;0;6;0;0;1;1
2426;1;1;2;1;1;2;0;10;2;2;3;0;3;0;1;1;0
2544;1;1;2;2;1;2;0;9;2;1;1;0;8;2;1;3;0
1594;2;1;2;2;2;2;2;0;0;0;0;0;8;1;1;2;1
2294;2;2;2;2;0;2;0;3;0;0;1;0;9;1;0;3;0
946;2;1;2;0;0;0;2;0;0;0;0;0;4;0;0;0;1
1130;2;2;2;2;0;2;2;0;0;0;0;0;11;3;0;2;1
2047;1;1;1;2;1;1;2;9;1;1;4;0;5;2;0;0;1
1753;2;1;2;2;2;2;2;1;0;0;0;0;10;3;1;4;1
2284;1;1;1;1;1;2;0;11;2;1;2;0;4;0;0;2;0
2253;2;1;1;1;1;1;0;6;1;1;1;0;10;2;0;2;0
1558;2;2;2;2;0;1;0;1;0;0;2;0;7;1;0;1;0
2162;2;1;2;2;2;2;2;5;0;0;0;0;11;3;2;4;1
1287;1;1;1;1;0;1;0;7;1;0;2;0;0;0;0;0;0
2590;2;2;2;2;2;2;2;4;0;0;0;0;9;2;2;5;1
1747;2;1;2;2;2;2;1;0;0;0;0;1;8;2;1;4;0
2871;2;2;1;1;2;2;0;9;2;1;3;0;8;1;1;2;0
2397;2;1;1;2;2;1;0;4;0;0;1;0;8;1;2;3;0
2481;2;1;1;2;2;1;2;4;0;0;3;0;11;4;2;2;1
1281;2;2;2;0;0;2;0;1;0;0;0;0;5;0;0;1;0
2243;2;2;2;2;2;1;0;7;1;0;1;0;10;3;2;3;0
1984;2;2;2;2;2;2;1;4;0;0;0;1;9;1;1;2;0
1987;2;1;2;2;2;2;0;3;0;0;0;0;11;4;1;2;0
2102;2;1;1;2;2;1;1;3;0;0;3;1;10;3;2;1;0
1421;2;2;2;2;2;2;2;0;0;0;0;0;9;1;1;2;1
1353;1;1;1;1;1;1;1;11;3;1;3;1;1;0;0;0;0
3005;1;2;2;2;1;2;2;8;1;2;0;0;11;10;2;4;1
915;1;2;1;0;0;1;0;3;0;0;2;0;0;0;0;0;0
1693;2;1;2;2;0;1;1;2;0;0;1;1;11;3;0;1;0
1563;1;1;2;0;0;1;0;6;0;0;2;0;2;0;0;0;0
1926;1;1;1;1;2;1;1;10;2;0;4;1;2;0;1;0;0
1670;1;1;1;1;0;1;1;9;2;0;3;1;0;0;0;0;0
1349;2;2;2;0;0;2;2;0;0;0;0;0;7;0;0;3;1
2060;2;1;2;2;2;1;0;4;0;0;2;0;11;3;1;2;0
1778;2;2;2;2;0;2;1;2;0;0;1;1;9;1;0;3;0
1511;1;1;1;1;1;1;1;10;1;1;2;1;0;0;0;0;0
1517;2;2;2;2;0;2;2;1;0;0;0;0;8;1;0;2;1
2029;1;1;2;1;1;2;0;11;3;1;2;0;4;0;0;2;0
1851;2;2;2;2;2;2;1;5;0;0;0;1;10;2;1;4;0
1457;1;2;1;1;0;1;0;9;1;0;1;0;0;0;0;0;0
1563;2;2;1;2;2;1;0;2;0;0;2;0;9;2;1;0;0
1993;2;2;2;2;2;2;0;6;1;0;1;0;11;3;1;3;0
2783;1;2;2;1;1;1;0;11;5;2;3;0;3;0;0;0;0
1989;2;2;1;2;2;2;0;3;0;0;0;0;8;1;1;2;0
1506;1;1;1;1;1;1;0;10;2;1;2;0;1;0;0;0;0
1957;1;2;1;1;1;2;2;10;3;1;1;0;4;0;0;1;1
2273;2;1;1;2;1;2;1;5;0;1;2;1;5;1;1;1;0
1990;1;2;1;1;1;1;1;10;2;2;4;1;7;0;0;1;0
2410;2;1;1;2;1;2;0;5;0;1;2;0;7;2;0;3;0
1829;2;2;1;2;2;2;2;4;0;0;0;0;9;2;2;4;1
1419;1;1;1;1;1;2;2;9;2;1;1;0;2;0;0;1;1
1460;2;2;2;0;2;2;2;1;0;0;0;0;3;0;1;1;1
1514;1;1;1;1;1;1;1;11;4;1;3;1;1;0;0;0;0
2652;2;1;1;2;2;1;2;5;0;0;2;0;10;1;2;1;1
2265;1;1;2;1;2;1;0;10;2;1;2;0;6;0;1;2;0
1559;1;2;1;1;1;2;1;9;2;1;0;1;1;0;0;1;0
1438;1;1;1;1;0;1;0;11;3;0;2;0;0;0;0;0;0
1348;2;1;2;0;0;2;0;0;0;0;0;0;4;0;0;1;0
1263;1;1;1;1;0;1;1;7;1;0;2;1;0;0;0;0;0
1335;2;1;2;2;0;2;0;0;0;0;0;0;8;1;0;1;0
2332;2;1;1;2;2;2;1;6;0;0;0;1;11;5;2;5;0
2060;1;2;1;1;0;1;1;10;3;0;4;1;2;0;0;0;0
947;2;1;2;0;0;1;2;1;0;0;2;0;4;0;0;0;1
2539;1;1;1;1;0;1;2;11;3;0;4;0;1;0;0;0;1
1724;2;2;2;2;2;2;0;1;0;0;0;0;11;4;1;3;0
1310;2;2;2;2;2;2;2;1;0;0;0;0;10;2;1;2;1
2314;2;2;2;2;2;1;0;3;0;0;2;0;10;1;2;2;0
3163;2;1;2;1;0;2;0;10;3;0;1;0;11;4;0;3;0
1140;1;1;1;0;0;1;0;2;0;0;2;0;0;0;0;0;0
1818;1;1;2;1;2;1;0;7;1;0;3;0;6;0;1;0;0
1691;1;1;1;1;1;2;1;10;2;1;2;1;0;0;0;1;0
1970;2;1;1;2;2;2;0;4;0;0;1;0;7;1;2;2;0
1360;2;1;2;2;2;2;2;0;0;0;0;0;8;2;1;2;1
2981;2;1;2;1;1;2;1;5;1;1;1;1;8;1;1;5;0
1541;2;1;2;2;0;2;2;1;0;0;0;0;10;2;0;2;1
1660;2;1;2;2;2;2;1;1;0;0;0;1;6;1;1;1;0
1907;1;2;2;1;1;1;0;11;4;1;4;0;3;0;0;0;0
1655;2;1;2;2;0;2;2;0;0;0;0;0;10;2;0;2;1
2763;2;1;2;2;2;2;0;4;0;0;1;0;10;3;2;3;0
199;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1644;2;2;2;0;0;1;0;0;0;0;1;0;6;0;0;1;0
1461;1;1;1;1;1;1;0;7;1;1;2;0;0;0;0;0;0
2322;2;2;2;2;2;2;2;3;0;0;0;0;11;4;2;3;1
193;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1577;2;2;2;2;0;2;2;1;0;0;0;0;9;1;0;1;1
2384;2;2;2;2;2;2;2;4;0;0;0;0;10;4;1;3;1
2028;1;1;2;1;1;2;2;8;1;2;2;0;5;0;0;1;1
613;2;2;2;2;0;0;0;0;0;0;0;0;7;1;0;0;0
3074;2;1;1;2;1;1;0;7;0;1;3;0;8;1;1;0;0
1811;2;2;2;2;0;2;0;1;0;0;0;0;10;2;0;3;0
2865;2;1;1;1;2;2;0;8;4;1;2;0;7;1;2;2;0
2250;2;2;1;1;1;1;0;7;1;1;1;0;11;3;0;2;0
2112;2;2;2;2;0;1;2;3;0;0;2;0;9;1;0;2;1
2408;2;2;2;2;2;2;2;2;0;0;1;0;11;4;1;2;1
2105;2;1;2;2;2;2;0;5;0;0;1;0;8;1;1;1;0
1748;1;1;1;1;1;1;0;10;2;1;3;0;2;0;0;1;0
1279;2;2;2;2;0;2;2;0;0;0;0;0;7;1;0;1;1
1904;2;2;1;2;2;2;0;4;0;0;1;0;9;2;1;1;0
2056;2;1;1;1;2;1;1;7;1;0;4;1;8;1;1;1;0
1905;2;1;1;2;2;1;0;3;0;0;2;0;7;1;1;0;0
2101;1;2;2;1;1;1;0;11;4;1;3;0;2;0;0;0;0
1826;1;1;1;1;1;1;0;10;3;1;2;0;2;0;0;0;0
1835;1;1;2;1;1;1;1;11;3;1;3;1;3;0;0;0;0
1935;2;1;1;2;2;2;0;2;0;0;0;0;10;2;2;3;0
1905;2;1;1;2;0;2;1;3;0;0;1;1;7;1;0;2;0
2021;2;2;2;2;2;2;0;2;0;0;0;0;11;3;1;4;0
1911;2;2;1;2;2;2;0;4;0;0;0;0;6;1;1;3;0
2175;2;1;2;2;1;2;1;4;0;1;2;1;8;1;0;2;0
1711;1;1;1;1;1;1;0;11;3;1;2;0;1;0;0;0;0
1840;2;2;2;2;2;1;0;0;0;0;1;0;10;2;1;2;0
2092;2;2;2;2;2;2;0;2;0;0;0;0;10;1;1;3;0
2442;1;1;1;1;2;1;0;8;1;0;2;0;6;0;2;1;0
2145;1;1;1;1;2;2;2;11;3;0;1;0;2;0;1;2;1
2210;2;2;2;2;2;2;2;6;0;0;1;0;8;1;2;2;1
2209;1;2;2;1;1;2;1;11;3;1;3;1;7;0;0;1;0
1807;1;2;1;1;0;1;1;11;4;0;2;1;0;0;0;0;0
1566;2;2;2;2;2;2;2;0;0;0;1;0;11;4;1;1;1
1885;1;2;2;0;2;2;1;5;0;1;1;1;6;0;1;2;0
1638;2;2;2;2;0;1;1;3;0;0;2;1;10;2;0;1;0
2001;1;2;1;1;1;1;0;9;1;1;2;0;4;0;0;1;0
1813;2;2;1;2;2;1;0;3;0;0;2;0;9;2;1;1;0
2379;1;1;1;1;1;1;1;11;4;2;2;1;3;0;0;3;0
1837;1;1;1;1;2;2;2;6;1;1;3;0;3;0;1;1;1
1871;2;2;2;2;2;2;0;0;0;0;0;0;11;4;1;3;0
1903;1;1;2;1;2;2;2;11;3;0;1;0;3;0;1;1;1
1700;2;2;2;2;0;1;0;1;0;0;3;0;7;2;0;1;0
2219;1;2;1;1;0;1;0;11;2;0;3;0;1;0;0;0;0
1579;1;2;1;1;1;1;0;11;3;1;2;0;0;0;0;0;0
2381;2;1;1;2;2;2;0;5;0;0;0;0;10;1;1;5;0
1697;1;2;1;1;1;1;0;8;1;1;3;0;2;0;0;0;0
1911;1;1;1;1;1;1;2;8;1;1;1;0;7;0;0;1;1
2628;1;1;1;1;0;2;0;10;3;0;2;0;5;0;0;2;0
2436;2;2;2;2;2;2;1;4;0;0;2;1;10;3;2;1;0
1925;1;2;2;1;1;2;2;11;3;1;1;0;4;0;0;1;1
1850;2;2;2;2;2;1;0;2;0;0;1;0;11;3;1;2;0
1252;1;1;1;1;0;0;0;7;1;0;0;0;0;0;0;0;0
2091;1;1;1;1;1;1;1;11;4;1;4;1;1;0;0;0;0
2078;2;1;2;2;2;2;0;2;0;0;1;0;10;2;1;3;0
1932;2;1;1;2;0;1;0;4;0;0;3;0;11;3;0;0;0
2296;1;2;1;1;2;2;0;10;1;1;2;0;5;0;1;2;0
1622;2;2;1;2;2;1;1;7;0;0;2;1;8;2;1;2;0
978;1;1;1;1;0;0;0;9;2;0;0;0;0;0;0;0;0
2105;1;1;2;2;1;2;2;7;1;1;0;0;8;2;0;4;1
200;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1821;2;2;2;2;0;2;2;4;0;0;1;0;10;2;0;1;1
1844;2;2;1;2;2;2;1;3;0;0;0;1;9;1;1;2;0
1564;1;2;2;1;1;1;1;10;2;1;2;1;3;0;0;0;0
2046;1;1;1;2;1;2;2;9;2;1;1;0;7;1;0;3;1
1686;2;2;2;2;2;2;0;3;0;0;1;0;10;1;1;2;0
1981;1;1;1;1;1;1;1;10;3;1;1;1;4;0;0;1;0
1488;1;2;1;1;0;1;0;9;2;0;2;0;0;0;0;0;0
1123;1;1;1;1;0;1;1;10;2;0;1;1;0;0;0;0;0
2106;2;2;2;2;2;2;1;4;0;0;1;1;10;3;1;3;0
1308;2;1;2;2;0;2;0;0;0;0;0;0;6;1;0;2;0
2169;1;2;2;1;0;1;0;10;2;0;2;0;1;0;0;0;0
2632;2;2;2;2;2;2;0;3;0;0;0;0;10;3;1;3;0
1265;1;2;1;1;0;1;0;7;1;0;2;0;0;0;0;0;0
204;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1993;2;2;2;2;2;1;2;3;0;0;1;0;10;2;1;2;1
193;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1906;1;1;2;1;1;1;2;10;2;1;2;0;5;0;0;1;1
1378;1;1;1;1;0;1;1;10;1;0;1;1;0;0;0;0;0
1934;1;1;1;1;0;1;0;10;3;0;2;0;1;0;0;0;0
2514;1;1;1;1;1;1;1;10;3;1;4;1;4;0;0;1;0
1592;1;2;1;1;0;2;1;9;2;0;1;1;0;0;0;1;0
939;1;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0
1827;1;2;2;1;1;2;0;9;2;1;1;0;1;0;0;2;0
1281;1;1;1;0;0;2;1;5;0;0;0;1;2;0;0;1;0
2321;1;1;1;1;2;1;0;9;1;0;2;0;2;0;1;1;0
2010;1;2;1;1;1;1;1;10;2;1;2;1;3;0;0;1;0
1907;2;2;2;2;2;1;2;2;0;0;2;0;10;2;1;2;1
1592;1;1;1;1;0;1;0;10;2;0;2;0;0;0;0;0;0
1851;1;2;1;1;1;1;1;10;1;1;3;1;2;0;0;0;0
197;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2204;2;1;1;2;2;1;2;2;0;0;2;0;11;5;2;2;1
1639;1;2;2;0;1;2;1;7;0;1;0;1;1;0;0;2;0
1305;1;1;1;1;0;0;1;7;1;0;0;1;0;0;0;0;0
2408;1;1;1;1;1;1;1;11;3;1;4;1;1;0;0;0;0
1584;1;1;1;1;0;2;1;9;1;0;2;1;1;0;0;1;0
1965;2;2;2;2;0;1;0;2;0;0;1;0;11;2;0;2;0
1531;1;1;1;1;0;1;1;8;2;0;2;1;0;0;0;0;0
2150;2;2;1;2;0;1;0;2;0;0;1;0;8;1;0;2;0
198;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2406;2;1;2;2;2;1;0;5;0;0;1;0;10;4;1;2;0
1952;1;1;1;1;1;2;1;9;2;1;0;1;5;0;0;3;0
2120;1;1;1;1;0;1;1;8;1;0;2;1;3;0;0;1;0
1502;1;1;1;1;1;2;1;9;2;1;1;1;2;0;0;1;0
2681;2;1;2;2;2;2;0;6;1;0;1;0;11;5;2;4;0
1895;2;2;2;1;2;2;1;5;1;0;0;1;11;3;2;3;0
1735;1;1;2;1;0;1;1;8;2;0;3;1;1;0;0;0;0
2458;2;1;2;2;1;2;2;1;0;2;1;0;11;5;0;3;1
1926;1;2;1;1;1;1;0;11;3;1;3;0;2;0;0;0;0
1858;2;2;2;2;1;2;2;4;0;1;2;0;7;3;0;1;1
2147;1;1;1;1;1;1;0;11;2;1;3;0;1;0;0;0;0
198;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2028;2;2;2;2;2;2;0;1;0;0;0;0;9;2;1;2;0
206;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1629;1;2;1;1;1;2;0;11;3;1;1;0;0;0;0;1;0
2827;1;1;1;2;1;1;0;7;1;1;3;0;8;1;0;2;0
1684;2;2;2;2;2;1;2;0;0;0;2;0;10;2;1;1;1
1446;1;1;1;1;0;1;1;9;3;0;3;1;1;0;0;0;0
2690;1;1;2;1;2;1;0;7;2;0;2;0;6;0;1;2;0
1299;1;1;1;1;0;1;0;5;1;0;1;0;0;0;0;0;0
1731;2;2;2;2;2;2;0;1;0;0;0;0;11;3;1;4;0
2115;1;1;1;1;1;2;1;10;4;1;2;1;0;0;0;2;0
2188;2;2;1;2;2;1;0;2;0;0;2;0;11;4;2;1;0
2892;1;1;1;2;2;2;1;8;1;0;2;1;8;4;3;2;0
1171;1;1;1;0;0;1;1;4;0;0;2;1;0;0;0;0;0
1624;1;1;1;1;0;1;0;9;2;0;1;0;1;0;0;0;0
1508;1;1;1;1;1;2;1;11;3;1;2;1;1;0;0;1;0
1723;2;2;2;2;0;2;2;1;0;0;0;0;11;2;0;3;1
1365;2;2;2;2;2;2;2;1;0;0;0;0;10;2;1;2;1
2755;2;2;2;2;2;2;0;3;0;0;2;0;10;4;3;3;0
2032;2;1;1;2;2;1;0;4;0;0;3;0;7;1;1;0;0
2713;2;1;1;1;1;2;1;9;1;2;2;1;8;1;1;1;0
1555;1;1;1;1;1;1;0;9;1;1;3;0;0;0;0;0;0
2363;1;1;1;1;1;1;1;11;4;1;4;1;1;0;0;0;0
1482;2;2;2;2;0;2;2;2;0;0;0;0;10;3;0;2;1
2551;2;1;2;2;2;2;0;5;0;0;0;0;9;1;2;4;0
2198;1;1;2;2;2;1;0;7;1;1;3;0;6;1;1;0;0
1596;1;1;1;1;1;1;1;10;2;1;3;1;0;0;0;0;0
1802;2;2;2;2;2;1;0;2;0;0;2;0;10;2;1;0;0
2372;2;1;1;2;0;1;0;3;0;0;2;0;11;3;0;2;0
2266;1;1;1;1;1;1;0;11;4;2;3;0;2;0;0;1;0
1874;1;1;1;1;1;1;1;8;1;1;4;1;1;0;0;0;0
1454;2;2;2;2;0;1;1;2;0;0;1;1;11;3;0;1;0
1592;1;1;1;0;1;1;1;4;0;1;1;1;1;0;0;1;0
2372;2;2;1;1;2;2;0;5;1;0;0;0;7;2;1;3;0
1441;1;1;1;1;0;1;0;10;2;0;2;0;0;0;0;0;0
2622;1;1;1;2;1;1;0;9;2;1;5;0;8;3;0;1;0
1990;2;1;2;2;2;2;2;1;0;0;0;0;11;3;2;3;1
194;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1725;1;1;1;1;0;2;2;10;1;0;0;0;1;0;0;2;1
2431;1;2;2;1;1;1;0;11;4;1;5;0;2;0;0;0;0
1849;1;1;2;1;2;2;2;9;2;0;1;0;3;0;1;3;1
1347;1;1;1;0;0;1;0;5;0;0;2;0;0;0;0;0;0
2216;1;1;1;1;1;1;0;11;4;2;3;0;3;0;0;0;0
1628;1;1;1;1;1;2;0;11;4;1;2;0;0;0;0;1;0
198;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2382;1;1;2;2;1;1;0;9;2;1;4;0;6;2;0;0;0
1797;2;2;1;2;2;2;0;3;0;0;0;0;11;3;1;3;0
1580;1;1;2;1;1;1;2;11;3;1;1;0;4;0;0;0;1
1488;1;1;1;1;1;1;1;10;2;1;2;1;1;0;0;0;0
2053;2;2;2;2;0;2;0;1;0;0;0;0;11;3;0;4;0
1698;2;1;1;2;0;2;2;3;0;0;0;0;8;1;0;2;1
942;2;2;2;0;0;1;0;0;0;0;1;0;5;0;0;1;0
2399;1;2;2;1;2;2;1;10;3;1;3;1;6;1;1;1;0
1321;1;1;1;1;1;1;0;11;3;1;2;0;0;0;0;0;0
2084;2;2;2;2;2;1;0;2;0;0;2;0;11;3;1;2;0
1770;2;2;2;2;2;2;2;0;0;0;0;0;11;3;1;2;1
2500;1;1;1;1;2;1;0;11;3;1;2;0;4;0;1;2;0
1662;2;1;2;0;2;1;2;3;0;0;2;0;8;0;1;1;1
2120;1;1;1;1;0;2;0;8;2;0;1;0;1;0;0;1;0
2129;1;2;2;1;1;2;2;7;1;1;3;0;7;0;0;1;1
1241;1;1;1;1;0;1;1;11;3;0;2;1;0;0;0;0;0
1499;2;1;2;2;2;2;0;3;0;0;0;0;7;1;1;2;0
